id,SPLIT
5972666-6,3
5964859-9,1
5967636-8,4
5972593-4,1
5972594-6,3
5972607-1,3
5974240-4,4
5974826-7,2
5963958-5,3
5975049-8,0
5975587-8,3
5976654-5,1
5900228-5,3
5900227-3,2
5901533-9,3
5901534-0,4
5907733-6,2
5907675-6,1
5820160-5,0
5817562-X,0
5818325-1,2
5798539-X,3
5886994-6,1
5796701-3,4
5796067-9,1
5814770-9,0
5545363-9,1
5546706-2,3
5532499-1,3
5533344-0,4
5533345-2,2
5537653-0,0
5582819-7,1
5562856-9,2
5563543-3,1
5572218-6,0
5571003-9,1
5571000-3,3
5570674-0,2
5576477-5,2
5575920-5,0
5982899-0,1
5979234-0,1
5982116-1,1
5425385-9,2
5423793-3,3
5423792-1,3
5426066-8,1
5425147-2,2
5569532-7,0
5569524-8,2
5569958-1,3
5557431-6,0
5558098-3,1
5553985-4,0
5541479-1,4
5542040-5,1
89533802,0
89264643,4
93554972,0
92938422,1
93557921,0
93558041,2
93224911,1
92446241,3
93211241,2
92052031,4
91805602,2
74424024,3
92051821,2
89547905,1
92717951,1
92602581,4
91211301,2
91211731,4
91211831,3
90657352,4
90657332,0
91207571,3
91207021,3
90648041,2
76779952,3
91625821,1
91205961,4
91624562,3
91203371,4
91205541,0
91204821,1
91204331,1
90642731,1
89969325,4
91194061,2
89970911,0
89971481,4
89979181,4
91203991,3
91198562,0
91634941,4
89872202,4
91336671,3
90215211,4
90215241,4
90215261,4
90215281,0
91761692,1
93240081,3
85646922,4
92425511,2
90290025,3
92986271,1
92033161,1
79082623,1
72411795,2
90277521,2
91269171,0
88827533,2
91765781,4
90281792,1
91265721,0
91266951,4
91266551,0
91266501,1
90292201,1
91291061,4
91291021,2
91291161,2
91291571,0
91291621,2
91289701,1
91289641,1
90293602,2
91289531,4
91285981,0
93470161,3
93470031,4
92474602,4
92780331,1
92132822,1
91015102,4
93755941,3
90152542,4
92766342,1
92128751,3
93015481,0
93014311,4
92527901,1
91576193,3
93488801,4
93003792,1
92108521,1
71301833,4
93483301,4
93483141,0
93731271,2
93737191,2
93042591,0
93042531,3
93042541,2
93740251,3
92021121,4
92027331,2
92013092,2
92691321,4
93533181,4
89528204,1
95534091,4
93208311,0
92062481,4
92704691,1
92951901,3
93585171,2
92702381,4
93552651,4
92606241,2
92229291,4
92362661,2
93349661,4
92605661,0
92604941,0
91738033,0
93351511,1
92614391,4
92615731,0
93043761,1
93732951,4
92083332,4
92752161,4
93747491,4
93310661,1
92755591,1
93754641,4
85673053,1
93022351,0
89644925,2
92765001,3
95228282,1
93492883,4
93982522,4
93779371,4
94748191,0
95232861,1
94500351,2
93994201,3
94987551,2
94501981,3
94346881,1
103308041,3
104411311,1
102799951,2
104411931,2
103288071,0
101959242,0
103313623,1
102818372,1
102818151,1
102819442,0
103316572,3
102839161,3
103936951,2
103934461,0
103934382,0
106459921,3
106462951,3
104218932,3
106456871,4
104962221,2
98873403,4
106442631,2
105508011,3
105507721,3
106484061,4
106430621,0
105947012,1
105483141,1
104930512,1
105920531,4
102523192,1
105534131,2
106157611,0
61288992,3
106637091,2
106637221,4
105024861,3
106999391,1
105520251,2
106163791,0
106161501,3
100557293,2
100558353,0
105519621,1
106145901,3
99071274,3
106140571,1
99058483,1
107010961,0
105035062,3
99003973,0
83226482,2
106100291,3
105602752,0
106582211,3
106582191,3
104095753,2
105590261,2
106070751,1
105087521,4
106073112,3
106073401,2
106073001,2
105619822,4
105626091,4
106605912,3
105618081,4
107048101,2
105057671,3
75290642,4
105642861,4
106614551,0
106274271,1
105657462,0
106273921,4
106765001,4
105689971,3
106780711,4
105184321,2
105670201,0
106786041,0
105014951,1
105015081,0
105574621,1
105572631,4
105573232,3
105573252,0
106682922,4
106666421,3
105554431,4
106579271,1
106091721,4
106082171,0
106081172,2
105081661,4
106066301,3
105071792,1
105632281,2
106620041,3
105628431,0
106065341,4
104128063,3
105622071,3
85622623,0
105954481,4
104951531,0
105930081,3
106494211,2
105490941,4
105490901,1
105906221,2
105489521,0
99934652,4
98447871,1
100422101,1
98447511,4
98451271,1
98451242,0
98450731,1
98450221,4
98450391,2
98449981,2
98450091,3
98450171,2
98449701,3
98449761,3
98449801,2
98449871,0
98449611,4
98941751,3
98463921,3
98465601,3
97972151,2
98465391,3
98465121,3
98465101,1
98465251,3
98464981,4
98452311,0
97967971,1
97967981,3
98927201,2
100412171,0
100412531,2
97965731,1
90133754,2
100417481,0
100417461,4
98459301,1
99430592,2
98461562,4
98935331,0
100135031,4
88462132,4
97909173,4
89934922,3
97901982,4
80626572,3
98386781,4
98386941,4
98994581,0
96201812,0
97291584,2
96651511,2
97748141,0
81348726,0
96641611,3
91770784,3
96640821,4
96309641,4
97758191,1
91781763,0
97320391,4
95708131,1
96271711,4
95709131,0
96268791,3
96269301,3
95711071,0
96723701,1
97221811,0
95712351,4
97712431,1
97712421,2
87376812,4
95284153,1
97209051,0
87383632,3
96721112,0
97709601,1
97709621,0
97205402,2
100486071,4
98521911,0
98484961,3
97934862,2
98033921,3
100473551,3
99976601,0
100467011,1
98040641,2
98864041,2
98517061,1
98517241,2
98518581,1
98518671,0
99991511,4
98518981,4
98518201,0
98518301,0
98518331,4
98518361,2
98033111,2
98519231,2
98519341,3
98875791,3
98836901,4
98838311,4
98838291,0
98838521,2
99948872,2
99948891,2
100499711,1
98558531,1
99949121,0
98839061,4
100500701,2
98009004,0
98559671,0
99084901,3
98314801,3
99082981,2
98314451,4
96829843,1
99083421,0
99089921,1
97824242,4
99089811,0
99086961,3
99086571,1
99086431,3
100058831,4
97333852,1
97337152,3
96844762,2
99081201,4
100068611,2
99081471,3
98549431,4
98549621,2
98549701,1
97984831,1
98548081,1
97984961,3
98548521,0
98548611,0
98857771,2
97421222,3
98854681,1
98542701,0
98856851,4
98541981,0
98541971,4
98541961,4
98542011,4
98542001,4
98541991,3
98542041,1
98542031,0
98542021,1
98542051,1
98541841,4
98541851,2
98541831,0
98541881,0
98541861,3
98541871,0
98541911,4
98541891,0
98541901,4
98541941,0
98541951,1
98541921,1
98541931,0
98541821,0
98542081,4
98542091,4
97991251,2
98832463,1
98556962,0
98554581,3
99386341,0
98554081,1
99386931,2
98552754,0
98829941,4
99957701,3
97999471,4
98830541,2
98830511,3
98830341,3
98549921,4
100506291,3
98565341,4
100506841,0
90105522,2
98842231,2
98003221,0
93507323,4
98476411,2
98476161,2
98476271,4
98476081,4
98476091,0
98476071,0
98476121,2
98476101,3
98476111,1
98476151,0
98476131,3
98476141,4
98483311,0
98481321,4
98481191,2
100413391,4
98456231,0
98457001,1
78796892,4
100415031,2
98457321,3
97960221,1
98458541,1
99918571,1
100437381,1
98904981,1
98906661,2
98499361,2
98480691,4
100444721,4
96954195,2
99054011,0
98350502,2
91712203,1
98343591,3
98340891,0
97374112,1
98366481,0
98365491,2
99025621,2
99025661,4
98355822,1
96285252,2
92731382,3
96613021,4
96612661,2
96612641,1
97726721,2
97082282,2
97579201,2
97579071,4
97581581,0
97581571,0
97581591,1
97157191,2
97725051,1
97159971,1
97162751,0
108151111,1
107180511,4
108153842,2
108153351,2
108713821,0
107177031,3
100502865,3
108711311,2
108711461,3
108708583,4
108708431,3
107179561,3
89498003,2
107492481,4
107494962,4
107002291,3
109511971,0
107000222,0
106658272,0
106658262,2
107000851,0
107106391,0
107107271,1
108788391,4
107663901,4
107107331,0
107107441,2
107107461,3
108789591,2
107108211,4
106536714,0
107108001,1
109437922,0
109443021,4
107091461,2
108771702,4
107148201,0
108748062,3
107650951,1
106549193,1
107086521,2
107658701,2
107095371,4
106539713,4
107111291,4
107112442,2
109388612,0
107611031,2
107613491,2
109391101,1
109391002,2
107123331,0
107620111,1
107133861,0
107132861,3
107136241,1
107136251,0
104837242,3
107626861,0
107628361,1
107628891,0
104903372,4
107629341,4
107123571,0
107622901,2
107128861,2
107622631,4
104892243,1
107703031,3
107703621,4
107704271,2
108675231,0
107704551,1
108675721,4
107705411,4
104760998,4
107706091,4
107707891,1
107712101,2
107156731,0
107711551,3
109356991,1
107708841,2
107715831,0
107111572,3
107113191,0
107113471,2
107672381,3
109433382,2
109434372,3
107115061,1
107115211,4
107114751,2
107115861,0
107115841,4
107115741,3
107670661,1
105959842,4
108665771,0
108665701,1
108665601,0
107692011,3
107669421,0
6241126-X,0
6233369-6,0
6230223-0,3
6230086-3,2
6230332-6,4
6237725-1,3
6240153-6,1
6183940-5,0
6241236-7,1
6241794-2,1
6238271-1,0
6238788-X,3
6191165-2,1
6190914-7,0
6190106-1,2
6187547-5,1
6187325-7,4
6187323-3,2
6187265-3,2
6187154-4,2
6186623-0,3
6186597-2,0
6186297-9,0
6186197-4,1
6185694-5,2
6185089-4,2
6167126-6,3
6167406-4,2
6164688-X,3
6094487-9,4
6094080-8,1
6030281-2,3
6093997-8,0
6087227-0,4
6087526-2,1
6086791-5,1
6088631-7,3
6089484-3,2
6089475-2,4
6089478-8,0
6088841-9,0
6089207-8,3
6089032-8,0
6083522-X,3
6083580-2,2
6086641-7,2
6086411-X,0
6086210-9,4
6245512-3,0
6247531-X,2
6247533-3,4
6247521-7,1
6247155-4,2
6244539-5,2
6244145-2,2
6244333-5,1
6243562-4,2
6243563-6,4
6252858-1,4
6253518-3,4
6251799-3,4
6250537-8,1
6251494-0,4
6251218-7,2
6256305-5,3
6228680-9,2
6035960-9,1
6034641-5,4
6034567-7,3
6034936-5,1
6034832-3,1
6035223-1,1
6035250-4,0
6038258-8,4
6037954-6,4
6037953-4,1
6037942-X,3
6036483-3,3
6033823-6,2
6033813-3,0
6033812-1,2
6034216-8,0
6032996-9,1
6031669-6,1
6030056-4,4
6029919-5,4
6091071-8,4
6090929-3,2
6093124-7,4
6165582-0,2
6166293-8,2
6172996-1,1
6174122-1,3
6160812-3,3
6160538-6,1
6160462-9,4
6160463-0,1
6161072-X,1
6162227-0,2
6175594-9,2
6175546-9,2
6175547-0,0
6176369-7,3
6076815-3,1
6072079-5,1
6071013-1,2
6073866-X,3
6073581-2,4
6073757-4,3
6072874-2,3
6072977-2,0
6027441-3,0
6028199-4,4
6026477-6,4
6026480-6,0
6026791-4,2
6026796-3,0
6025807-9,2
6025808-0,4
6067090-4,0
6067182-X,1
6067013-8,0
6066924-7,1
6066751-0,0
6066792-3,3
6069532-7,1
6070062-7,1
6069810-1,1
6062523-1,2
6062525-5,2
6062835-1,1
6062680-7,4
6065205-5,4
6065396-6,4
6065280-8,2
6065479-0,0
6065408-X,0
6065625-9,3
6065731-9,2
6065856-8,2
6066127-6,1
6170974-X,0
6172291-0,2
6169405-5,3
6168857-4,0
6170130-5,4
6169965-4,0
6214818-6,1
6215610-9,2
6215281-1,2
6215381-6,2
6214071-3,4
6214073-7,3
6213801-4,0
6217062-1,1
6216322-8,2
6216324-1,1
6080923-0,1
6081186-2,2
6081384-8,2
6084354-9,0
6084197-6,4
6084987-X,0
6084988-1,4
6084972-8,3
6085296-5,0
6085312-0,4
6085941-4,3
6075971-0,0
6075081-2,3
6074768-5,2
6077504-1,0
6077061-X,0
6077062-1,4
6046039-4,1
6046064-3,1
6046085-0,3
6044228-6,1
6043675-6,0
6043828-7,2
6044126-8,1
6044084-6,4
6043422-8,4
6043457-5,2
6046744-X,2
6046947-4,1
6046946-2,0
6047586-1,1
6047615-5,2
6047532-0,0
6045355-X,2
6045547-X,1
6045571-7,2
6045633-4,2
6044714-9,3
6039907-0,1
6039665-X,4
6039678-8,1
6039573-4,2
6039590-4,0
6039595-3,3
6039777-0,4
6039116-5,4
6038915-3,4
6038914-1,4
6038913-X,3
6038912-8,0
6038990-6,4
6038804-4,0
6038909-8,0
6038908-6,2
6038911-6,0
6038910-4,3
6038907-4,1
6042269-6,4
6042200-3,3
6042227-1,3
6282532-7,4
6284306-X,0
6316769-5,0
6286519-X,4
6287312-4,1
6285331-5,0
6285994-4,0
6285238-3,0
6285279-6,4
6317509-6,4
6317508-4,3
6317503-5,0
6317583-7,3
6286262-7,1
6337931-1,3
6338220-1,4
6336598-6,0
6337077-2,4
6337337-5,4
6337353-3,4
6310485-1,2
6278941-2,1
6314219-6,0
6282195-0,3
6315329-X,0
6315079-X,1
6279537-9,4
6279536-7,1
6279532-X,1
6279533-1,2
6279534-3,1
6279535-5,0
6279674-9,1
6283175-1,2
6314721-7,4
6314722-9,3
6314717-5,3
6282760-0,1
6282633-3,4
6220457-3,3
6219825-5,4
6197304-1,0
6197305-3,0
6197303-X,2
6193378-2,3
6194089-X,2
6194146-8,4
6194162-6,2
6194674-5,4
6194543-0,0
6194544-2,4
6194495-3,3
6204538-6,3
6204774-9,4
6206845-X,2
6206621-8,1
6208326-6,3
6196883-8,1
6194950-6,2
6207454-9,4
6206863-1,1
6208597-6,1
6208665-9,0
6203347-1,1
6202429-8,2
6203539-1,0
6332637-7,0
6333363-0,4
6333398-8,0
6312920-1,4
6312880-3,1
6312743-3,4
6312591-4,4
6312217-X,1
6278436-6,1
6311698-5,1
6278118-0,1
6311844-3,2
6340560-7,1
6340476-6,3
6340471-7,0
6309612-1,1
6309615-7,2
6309614-5,0
6275351-9,1
6257221-5,1
6356833-8,1
6254813-4,3
6255364-3,3
6327750-4,2
6327027-7,1
6140050-0,3
6142148-X,2
6226014-7,2
6227542-0,4
6227465-7,1
6227315-9,0
6231503-5,3
6231396-6,2
6236452-4,4
6235420-6,4
6235415-2,0
6235948-9,1
6235734-X,4
6210743-5,3
6211172-0,1
6210183-9,0
6213404-1,0
6211590-0,0
6211591-2,2
6223265-2,3
6223103-8,0
6219523-8,1
6182865-9,1
6181858-5,3
6180234-9,2
6180233-7,3
6179876-6,4
6180823-1,0
6178935-1,2
6190407-7,3
6189771-4,4
6190039-0,1
6189396-0,0
6189052-9,3
6191843-5,2
6191910-6,0
6344526-2,3
6344285-3,1
6258171-0,4
6355359-5,1
6355416-3,1
6258021-2,0
6355719-2,1
6347093-2,4
6355973-7,3
6356255-X,2
6256942-8,2
6256944-1,2
5162933-0,3
5164108-8,0
5165051-0,1
5163303-1,3
5163193-7,0
5163194-9,3
5165734-2,0
5165747-0,2
5165725-1,1
5168147-2,1
5157922-6,3
5158333-X,1
5158269-4,3
5159690-0,1
5159344-0,2
5160540-7,4
5157838-5,3
5157789-6,4
5156937-1,3
5269311-4,4
5269027-4,4
5220769-6,4
5221133-6,2
5221758-8,2
5221786-2,3
5221583-8,0
5222373-2,1
5222842-5,3
5223413-7,2
5226370-2,4
5259582-2,1
5224575-8,2
5224576-X,4
5224577-1,2
5224587-4,3
5224588-6,1
5224589-8,3
5224590-4,4
5274348-5,4
5224789-7,2
5224739-3,2
5225089-1,3
5225244-0,1
5225243-9,0
5223175-3,1
5273307-6,0
5273338-6,0
5223888-3,3
5223686-0,1
5273008-4,0
5211923-8,3
5260845-5,3
5360218-0,0
5365036-5,4
5365139-5,1
5363668-1,0
5322061-8,4
5321159-8,0
5321330-5,0
5152888-7,4
5153811-1,1
5155747-9,2
5155333-0,2
5154830-1,3
5156592-0,4
5148849-4,0
5150160-2,4
5147711-0,3
5148649-5,2
5148310-7,4
5148340-5,4
5150853-7,4
5151117-8,2
5151833-8,1
5152192-7,2
5152398-7,0
5145125-0,0
5145837-9,0
5146436-5,4
5146294-9,1
5147447-6,3
5147245-3,1
5196504-7,0
5196287-0,2
5348991-9,0
5346876-5,4
5346464-0,4
5346465-2,4
5346436-6,3
5346434-2,0
5346441-X,4
5346457-3,0
5346526-8,0
5346251-3,1
5346246-X,1
5346240-9,0
5346301-4,1
5346179-9,4
5346227-6,1
5346226-4,1
5346230-6,1
5346219-7,3
5346216-1,1
5345804-6,4
5345809-5,4
5345814-9,1
5345819-8,0
5345831-9,0
5345853-8,3
5345780-6,0
5345770-3,4
5345773-9,4
5343269-1,4
5341698-3,4
5341993-8,2
5341961-6,4
5372929-1,1
5366169-X,1
5366021-X,1
5367294-X,0
5364226-5,3
5368606-3,1
5373824-4,3
5370100-0,2
5370656-8,1
5371198-6,1
5371865-4,2
5277924-9,4
5278106-7,2
5278642-3,4
5278640-X,2
5278639-3,3
5278637-X,1
5196144-X,0
5195515-5,1
5276833-9,1
5201561-5,4
5201383-5,3
5282293-4,3
5208991-6,2
5207919-2,1
5236101-8,2
5345396-1,1
5345399-7,2
5344181-4,0
5351915-1,0
5349621-2,2
5721252-1,3
5721246-6,4
5720709-7,0
5720708-5,2
5732819-9,4
5731390-5,0
5719026-0,3
5718817-X,3
5733574-9,4
5733754-2,2
5730494-0,3
5730593-3,3
5729540-X,0
5729543-5,4
5729538-1,4
5729535-6,2
5729815-4,3
5729819-1,3
5729818-X,0
5729817-8,2
5729816-6,0
5729822-1,0
5729821-X,3
5729820-8,0
5729802-6,0
5729803-8,2
5729801-4,2
5729806-3,0
5729804-X,2
5729805-1,0
5728645-7,4
5702382-7,2
5717651-4,0
5714454-1,1
5715383-X,2
5712087-4,0
5711998-3,1
5712707-4,3
5712746-3,0
5712764-5,1
5712679-2,2
5713277-7,0
5711216-6,3
5846225-X,3
5847019-1,3
5845362-3,3
5855753-2,2
5856064-1,1
5859617-X,1
5859655-7,1
5861329-3,0
5862207-6,3
5862376-8,4
5863291-6,0
5864187-6,4
5874041-1,1
5874192-1,3
5877965-4,0
5869405-6,2
5868797-1,4
5871982-6,3
5871983-8,1
5872024-9,0
5871818-3,3
5893315-1,3
5893549-6,4
5893551-4,1
5853854-6,0
5853855-8,4
5864563-1,2
5853469-X,1
5853656-0,4
5853585-2,4
5853587-6,3
5839005-2,3
5850094-1,4
5850095-3,4
5850890-0,4
5850479-3,4
5852115-9,1
5851850-6,1
5856531-0,4
5711715-7,0
5711562-6,1
5690870-1,4
5690872-5,0
5695536-X,4
5695655-8,3
5695975-7,1
5695927-7,4
5698374-7,1
5697951-7,0
5690904-4,1
5693255-7,4
5692108-8,1
5694903-8,2
5694055-4,4
5700911-0,3
5700575-6,0
5700305-8,2
5834736-2,4
5833830-X,1
5833643-9,0
5834901-4,0
5841484-1,3
5838128-1,2
5844775-3,0
5844774-1,0
5844938-7,1
5842971-2,4
5727958-2,3
5726628-4,2
5726589-8,2
5726241-9,4
5727186-0,0
5726935-5,4
5726908-2,1
5726735-6,1
5708656-8,4
5707921-8,0
5707801-8,4
5708214-5,2
5707368-4,2
5707307-6,2
5707306-4,1
5706814-X,4
5707062-X,1
5707170-3,1
5704538-6,1
5704557-X,0
5703986-8,2
5704005-X,3
5709090-7,1
5706047-7,3
5705682-X,3
5704736-1,0
5836555-X,1
5847473-5,2
5840673-X,0
5839557-2,3
5875800-1,0
5874927-8,0
5874851-0,1
5875152-7,2
5875321-6,2
5873797-1,2
5873802-2,2
5873821-6,1
5873817-4,3
5868242-6,2
5868320-1,2
5867810-5,3
5867471-5,3
5866645-7,3
5879607-0,3
5879610-0,3
5866290-3,3
5866283-6,2
5866248-4,0
5873540-6,1
5873173-1,3
5493638-4,1
5493240-4,3
5493105-8,2
5493102-2,4
5491367-4,0
5491679-4,4
5490850-5,0
5490849-9,1
5490848-7,0
5490593-8,2
5489262-X,3
5489615-X,2
5489604-5,3
5489656-2,1
5504258-7,2
5504027-8,4
5482411-9,1
5496427-X,3
5496500-6,0
5504770-0,2
5537070-3,3
5537067-3,2
5537135-6,3
5524436-0,0
5524441-4,4
5524780-7,3
5524867-9,3
5524588-2,0
5525058-8,1
5522192-3,3
5527790-9,4
5528105-2,0
5528205-7,2
5528710-3,0
5512638-9,1
5508865-7,2
5511557-1,2
5511558-3,4
5511564-9,1
5519997-1,2
5519702-9,3
5519701-7,0
5519700-5,4
5519698-X,1
5519697-8,1
5519075-1,4
5519176-8,3
5518483-2,4
5506457-7,2
5506456-5,4
5506459-0,0
5506458-9,4
5506461-9,0
5506460-7,3
5506463-2,3
5506453-X,0
5506455-3,1
5506454-1,1
5506472-3,2
5506466-8,2
5506464-4,1
5506465-6,4
5506470-X,4
5506471-1,1
5506468-1,2
5506469-3,1
5483374-2,1
5483868-X,2
5484435-4,2
5484458-5,1
5480915-6,3
5486019-0,0
5485749-4,2
5495695-8,3
5495693-4,0
5494918-9,3
5494657-4,2
5494456-3,4
5501389-2,0
5501804-4,2
5501514-3,3
5500115-0,3
5466144-0,4
5466295-0,0
5466277-9,3
5409057-2,2
5410252-7,1
5407103-3,3
5406990-2,3
5408382-9,2
5412987-9,3
5413398-2,4
5411091-3,3
5411252-3,0
5411254-7,0
5411255-9,3
5410949-9,3
5411496-0,4
5418054-2,1
5503495-5,2
5503575-4,1
5503640-1,2
5503728-5,3
5502179-7,3
5500185-X,3
5500494-4,1
5500462-2,2
5499276-1,2
5499452-8,1
5498644-1,0
5634101-7,2
5634917-7,0
5634916-5,1
5635027-5,1
5635762-9,2
5624709-7,1
5624353-1,4
5625847-5,0
5625401-5,1
5625311-3,1
5625283-1,0
5625289-2,0
5625181-3,3
5630203-X,4
5630201-6,3
5630190-4,4
5630460-X,4
5397641-4,1
5401982-1,3
5401091-1,4
5401315-0,0
5399750-2,4
5399742-3,2
5399597-7,0
5406237-7,2
5405862-7,1
5405984-0,2
5405419-8,4
5405385-5,2
5405035-8,0
5405029-2,4
5526260-1,3
5526427-2,4
5526733-1,4
5531339-4,1
5526625-8,3
5527291-8,0
5527274-8,0
5516897-8,2
5514644-7,4
5514050-5,2
5513324-1,2
5521064-8,1
5521062-4,3
5505250-9,4
5414958-5,0
5411904-5,2
5411905-7,4
5417442-8,4
5416946-1,4
5422962-6,4
5422708-1,2
5422467-2,1
5422191-6,1
5422179-5,3
5422194-1,4
5419776-X,3
5419913-7,3
5419709-6,3
5419321-9,0
5419241-X,0
5420868-X,0
5420578-9,4
5426199-6,0
5429355-6,4
5429457-4,1
5436953-2,2
5436282-7,0
5376395-1,2
5376157-5,4
5381882-6,0
5382926-8,2
5743838-0,1
5744073-2,3
5746062-0,1
5726192-X,3
5725511-8,3
5722789-1,3
5724299-4,0
5723679-0,2
5723474-2,3
5509376-5,2
5509869-0,1
5479246-X,3
5480386-X,3
5480163-X,2
5478321-3,1
5477685-4,4
5477769-0,2
5474692-2,3
5487532-2,2
5487559-0,2
5484973-4,0
5734817-8,1
5734819-1,4
5734821-X,1
5734820-8,0
5736179-9,2
5736368-3,3
5735464-4,3
5737286-7,4
5750084-3,3
5750374-4,0
5747811-8,0
5748802-3,4
5737703-2,0
5737871-2,1
5763701-9,4
5766336-7,1
5767106-6,4
5765159-2,3
5765158-0,0
5760938-X,1
5759388-1,4
5740156-1,0
5762421-4,0
5761267-0,0
5739943-5,3
5739714-X,0
5796292-7,2
5797326-6,3
5798684-9,4
5792515-9,2
5755885-3,0
5755761-6,4
5755607-6,0
5793828-7,4
5793545-3,1
5787781-X,2
5794574-6,1
5787011-9,2
5636112-4,3
5638315-1,3
5638792-6,3
5636739-X,4
5636847-3,0
5638727-6,3
5639420-6,2
5639225-6,1
5644237-2,1
5638016-X,2
5637785-2,1
5642728-1,0
5643333-3,3
5643334-5,0
5645237-9,4
5645233-1,0
5645232-X,3
5644336-5,2
5775521-X,1
5778986-2,0
5778995-3,3
5779179-5,3
5779105-9,1
5779104-7,3
5778160-X,0
5779987-0,0
5780234-4,0
5776021-3,1
5772216-3,2
5772222-9,3
5774536-5,4
5758414-3,2
5757602-X,4
5757186-6,0
5757185-4,0
5752238-9,2
5751732-4,2
5754134-X,0
5753720-0,4
5752922-7,4
5753036-2,2
5753038-6,1
5771485-3,4
5774199-9,4
5767505-2,0
5767537-4,2
5767536-2,1
5789154-2,4
5647308-X,4
5647185-7,1
5647051-7,0
5647088-8,1
5647091-8,2
5647092-X,1
5646782-2,1
5646758-5,2
5646547-1,4
5648079-3,2
5645558-X,0
5648728-X,1
5649923-6,0
5650175-1,4
5650176-3,3
5782083-X,0
5631261-9,2
5631366-2,3
5631364-9,4
5631427-8,1
5631431-X,2
5631428-X,0
5631627-7,3
5635744-7,4
5635755-1,4
5635756-3,0
5627930-7,3
5628352-5,1
5628883-8,1
5629675-6,1
5626021-9,3
5627634-0,1
5627174-9,0
5621017-5,4
5621790-6,0
5621805-5,3
5622036-5,4
5622064-X,2
5623312-2,1
5623309-2,1
5623731-4,3
5632360-8,3
5632343-8,1
5632172-5,2
5632177-4,0
5633071-5,4
5633543-3,0
5604879-7,4
5607771-7,1
5605180-8,3
5605176-6,1
5605166-3,3
5605129-8,3
5605360-1,0
5605333-9,2
5607891-7,1
5607883-8,2
5604442-8,1
5604701-9,0
5604811-6,2
5604754-8,4
5604166-7,2
5604279-X,1
5610697-6,3
5614191-8,2
5609355-3,4
5609086-X,0
5608711-7,2
5608505-2,2
5612270-2,0
5612188-5,0
5614958-6,1
5613786-5,2
5613629-X,0
5613997-9,3
5605803-3,2
5601308-4,1
5601989-5,2
5595524-8,0
5595523-6,2
5595521-2,4
5595823-X,0
5595664-3,0
5596632-8,1
5596376-2,2
5596679-1,3
5596753-X,1
5593023-0,0
5589964-0,4
5589751-3,3
5593166-1,2
5594640-4,4
5594684-2,2
5595064-6,3
5591515-1,2
5688575-6,0
5581584-7,0
5579968-6,0
5580344-0,2
5578693-5,0
5674615-7,0
5674614-5,1
5675119-8,3
5675809-7,0
5677605-3,1
5682949-5,1
5682845-3,2
5682929-X,1
5682930-6,1
5682935-5,4
5682938-0,3
5682943-4,2
5682919-7,1
5677374-7,3
5678669-3,1
5678700-5,1
5679089-8,4
5680181-2,3
5680150-2,0
5684019-9,2
5683907-7,0
5619893-5,2
5621360-X,4
5621540-3,3
5621525-7,1
5620928-4,4
5620937-5,0
5620825-4,4
5620823-0,2
5623214-1,3
5616545-2,0
5619046-0,4
5619636-5,4
5619265-3,1
5619310-5,4
5618673-4,2
5618609-6,4
5612860-7,1
5613507-6,1
5611852-1,1
5603555-4,1
5607113-7,2
5607352-5,4
5607282-9,4
5605896-3,3
5584531-7,3
5584625-6,4
5584715-8,2
5583863-6,3
5690566-6,3
5670694-1,1
5670804-6,0
5689881-1,3
5669117-8,1
5669115-4,0
5669175-0,3
5672605-1,1
5672607-5,4
5672606-3,2
5673363-7,2
5673364-9,1
5602366-3,4
5602408-5,0
5602659-X,3
5603148-9,1
5599428-6,3
5599851-X,4
5586500-X,1
5585716-6,3
5585718-X,0
5585719-1,3
5587606-1,0
5588905-X,2
5588319-2,4
5588320-9,1
5588328-3,4
5588232-0,1
5588126-0,1
5588124-7,1
5588125-9,0
5588145-4,2
5588092-8,2
5597414-3,2
5597989-4,1
5598467-9,1
5598648-4,3
5598451-5,1
5664607-6,2
5664582-4,1
5663962-0,1
5662979-X,0
5662576-6,4
5662414-1,1
5661789-7,3
5661172-4,3
5639890-3,0
5684270-8,3
5659829-4,4
5659353-9,4
5655637-9,3
5655638-0,4
5654716-X,3
5655287-4,4
5657237-3,4
5657128-8,3
5657194-X,4
5390863-8,3
5390855-9,2
5393671-7,2
5393115-5,0
5404297-0,1
5404268-4,2
5403887-9,4
5403565-6,1
5402825-2,1
5402688-5,1
5403105-1,0
5397731-6,2
5396585-1,0
5395017-7,3
6274727-3,2
6306309-9,1
6378454-3,4
6378636-0,4
6379258-8,2
6379687-2,0
6376592-2,0
6377124-5,3
6388185-1,1
6382308-6,1
6358078-4,1
6288589-1,1
6291060-4,1
6289622-3,0
6287914-5,1
6290604-6,1
6474753-5,3
6474397-5,1
6473720-5,3
6472622-8,4
6463961-5,3
6469795-X,1
6469796-1,3
6469797-3,2
6469798-5,3
6457781-5,0
6457597-X,3
6457595-6,4
6458985-8,2
6458982-2,3
6458753-7,1
6458832-4,2
6329490-4,1
6335745-X,1
6335637-6,2
6335563-2,4
6336027-2,3
6335386-4,4
6335094-X,3
6332050-2,0
6308721-0,4
6276118-8,4
6308297-8,4
6308226-7,3
6360362-5,3
6360782-9,3
6360969-5,0
6371322-2,4
6370421-9,3
6370488-8,3
6369820-0,1
6368785-5,0
6368457-7,0
6368690-4,3
